,"San Diego, CA - All Homes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
0,Statistic,,,Zillow Home Value Index,,,,,,Decreasing values (%),,,,Listings with price cut (%),,,,Median value per sq. ft. ($),,,,Median price cut (%),,,,Median list price ($),,,,Median sale price ($),,,,Increasing values (%),,,,Median list price / sq. ft. ($),,,,Median rent list price ($),,,,Median rent list price / sq. ft. ($),,,,Homes foreclosed,,,,Zillow Rent Index,,,,Rent estimate / sq. ft. ($),,,
1,Region Name,Region Type,Type,Current,Month Over Month,Quarter Over Quarter,Year Over Year,5 Year Annualized,10 Year Annualized,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year,Current,Month Over Month,Quarter Over Quarter,Year Over Year
2,San Diego,city,All Homes,634800,0.0007882705344474224,0.0017358371469149438,0.01910419007866431,0.060000000000000005,0.0485,---,---,---,---,0.19720000000000001,0.02695380787927,0.02571546668827601,0.012222800758117991,435,0,0.002304147465437788,0.02112676056338028,0.0228,0.00020046552900430115,0.0003696584102769007,-0.0012543945463590988,711000,0.00851063829787234,0.03193033381712627,0.0028208744710860366,---,---,---,---,---,---,---,---,471,-0.0055099269146161355,0.006190143313945015,-0.004969787820064682,2800,0.01818181818181818,0.037037037037037035,0.03896103896103896,2.3666,-0.006042296072505036,0.00017674668990932472,0.030024816194966712,---,---,---,---,2737,0.0025641025641025637,0.005880191106210952,0.03752843062926459,1.994,0.003018108651911472,0.007070707070707077,0.039624608967674696
3,92037,zipcode,All Homes,1587800,0.0008194138039710054,0.005764236397035536,-0.013972551698441284,0.0645,0.041600000000000005,---,---,---,---,0.17880000000000001,0.01989587370943301,0.053190314059879,0.009151321651321993,738,0.0013568521031207597,0,-0.006729475100942126,0.0297,0.0035567760570650985,-0.010192618554992402,0.0012847606038025993,1998000,0.0015037593984962407,-0.0005002501250625312,0.05714285714285714,1446200,0.05331391114348143,0.03101162044628217,0.1438740805188642,---,---,---,---,823,-0.0012278388278381574,9.275577404738106e-05,-0.0066926927491934305,5000,0,0.020408163265306124,0.06951871657754011,3.1028000000000002,-0.03143753409710875,-0.021210330717707077,0.04763056092843309,---,---,---,---,5896,0.010973936899862823,0.01742881794650561,0.018131583491624935,2.956,0.0006770480704129247,0.004758667573079466,0.020718232044198915
4,92101,zipcode,All Homes,582800,-0.004271313856142149,-0.015207840486650893,-0.02083333333333333,0.045700000000000005,0.0309,---,---,---,---,0.2293,0.045925624872994036,0.031984062150943016,-0.03506901582313997,571,-0.0034904013961605585,-0.010398613518197574,-0.020583190394511154,0.0244,0.0020284866918991984,0.002104038991641497,0.001157212773305498,625000,-0.0015176931064781532,-0.02678293366552476,-0.03697996918335902,502900,-0.09436340716729695,-0.13023175371843654,-0.10531933819605052,---,---,---,---,617,0.007123315374117938,0.007369893779954644,-0.028317606303080237,2800,0,0.012681159420289856,-0.0008936550491510277,3.0380000000000003,0.014029019418337537,0.033567340404243064,0.021541115154317857,---,---,---,---,2734,0.0014652014652014652,0.007369196757553427,0.0340393343419062,2.754,0.002183406113537039,0.006578947368420977,0.024553571428571366
5,92102,zipcode,All Homes,464400,0.0032404406999351917,0.0032404406999351917,0.059548254620123205,0.0918,0.0685,---,---,---,---,0.16670000000000001,0.06807511737089239,0.015723270440251992,-0.055555555555555004,455,-0.006550218340611353,-0.013015184381778741,0.013363028953229399,0.0158,-0.018193820095898,-0.0105415455539519,-0.0067896698679814,449500,-0.0012222222222222222,-0.011002310485201892,-0.08181818181818182,438700,-0.13111507229154287,-0.02684117125110914,0.09020874751491054,---,---,---,---,490,0.025115407451149464,0.02853553992302915,0.038850189872492225,2400,0.054945054945054944,0.14942528735632185,0.043478260869565216,2.4253,-0.01039405099782741,0.01691905391478268,0.0002690486124619888,0,---,---,---,2347,-0.008030431107354184,-0.009704641350210971,0.040336879432624116,2.238,-0.009734513274336195,-0.014964788732394284,0.02098540145985393
6,92103,zipcode,All Homes,759200,0.0010548523206751054,0.006229290921139827,0.031381605760086945,0.0521,0.0475,---,---,---,---,0.2371,0.032902298850574,0.024399282259321992,0.016074490379118983,544,0.0036900369003690036,0.011152416356877325,0.01303538175046555,0.0335,-0.0038121791938503023,0.0082917592675392,0.0042462758279009005,---,---,---,---,641400,-0.0761918479043641,-0.12983312983312983,-0.05258493353028065,---,---,---,---,563,-0.007513533878445423,0.00507368707197286,-0.06012693775312159,2500,-0.021568627450980392,-0.021568627450980392,-0.049523809523809526,2.5351,0.014885293733775345,0.004514084529979013,0.04250411226884057,0,---,---,---,2889,-0.00138264777048047,0.0017337031900138697,0.029946524064171122,2.314,0.004340277777777879,0.007839721254355505,0.030276046304541435
7,92104,zipcode,All Homes,621000,0.0022595222724338285,0.004691797443779323,0.010248901903367495,0.062400000000000004,0.0597,---,---,---,---,0.2416,-0.012120605028548006,0.020456892101188017,0.061923238255034006,568,0.0035335689045936395,0.008880994671403197,0.028985507246376812,0.0258,0.0013986723505879971,0.006891826377012899,-0.0086908675848961,675000,0.040061633281972264,0.12603219617983152,0.12687813021702837,---,---,---,---,---,---,---,---,596,0.06453702624872443,0.08642749332404459,0.03972027972027888,2300,0.0954653937947494,0.02914798206278027,0.06744186046511629,2.5272,-0.0033862876254192775,0.014250399883669556,-0.03641608170065542,---,---,---,---,2508,-0.007518796992481203,-0.00986971969996052,0.02034174125305126,2.46,-0.006462035541195482,-0.008863819500402997,0.02329450915141433
8,92105,zipcode,All Homes,437600,0.0032095369096744614,0.0009149130832570906,0.05445783132530121,0.0794,0.06810000000000001,---,---,---,---,0.1875,0.054166666666667,-0.023026315789473985,0.054969879518071994,388,0,0,0.05722070844686648,---,---,---,---,449000,0.04894288050461395,0.06930221481305072,0.12264173351885675,400200,-0.029818181818181813,-0.02911208151382824,0.0279989725147701,---,---,---,---,357,-0.06468914285714229,-0.10712493573264709,-0.026156047556450745,1900,-0.007853403141361256,0.05277777777777778,0.058659217877094966,2.134,-0.029995904995904713,0.005850339992196496,0.0451697692198103,---,---,---,---,2249,-0.00881445570736007,-0.00837742504409171,0.036883356385431075,2.1020000000000003,-0.006616257088846992,-0.007554296506137873,0.03039215686274501
9,92106,zipcode,All Homes,1090500,-0.002834674469641551,-0.013211474074744368,-0.01880511067122548,0.0533,0.036000000000000004,---,---,---,---,0.1681,-0.009824508774561026,0.007764234429787997,-0.0039895546206300024,604,0,-0.001652892561983471,-0.016286644951140065,0.023700000000000002,-0.0063800404300691,-0.009525310397597497,-0.006084568570761797,1229000,0.034511784511784514,0.04240882103477524,-0.07210268025670064,968600,-0.09281633417626674,-0.04279078960371578,-0.11064181434211734,---,---,---,---,628,-0.014990825475473125,-0.007835018065195924,0.001889977640384657,---,---,---,---,2.5243,-0.03664607237423058,0.03368932038834863,0.050097087378640624,---,---,---,---,4244,-0.003989673785496362,-0.0018814675446848542,0.00903471231573942,2.384,-0.0016750418760469027,-0.0016750418760469027,0.006756756756756763
10,92107,zipcode,All Homes,963300,-0.001761658031088083,-0.0077255871446229914,-0.016137268920437136,0.0485,0.0409,---,---,---,---,0.1237,-0.037208200023699,0.0328022492970951,-0.08681497558328799,686,-0.001455604075691412,-0.00723589001447178,-0.011527377521613834,0.0328,0.004944837620818401,-0.002518376677643297,0.005886708725360701,959000,0.06674082313681869,0.17380660954712362,0.036756756756756756,896700,0.20056232427366447,0.27011331444759207,0.03832792959703567,---,---,---,---,698,0.10033792675644584,0.26909112877529595,0.07222652041050581,3000,0.06964285714285715,0.10925925925925925,0,2.8128,-0.02196879856609969,-0.031415501155947906,0.08562624456750735,0,---,---,---,3407,0.0002935995302407516,0.0038302887448438423,0.05089450956199877,2.604,0.004629629629629634,0.009302325581395357,0.04160000000000004
11,92108,zipcode,All Homes,403400,0.01817264008076729,0.04643320363164721,0.07745726495726496,0.062200000000000005,0.0424,---,---,---,---,0.2049,0.023099850968702994,0.028447444551591018,0.06730335388780201,415,0.004842615012106538,0.007281553398058253,0.024691358024691357,0.0176,0.0018532870616038988,-0.0027266935987704023,0.0005092478652998,---,---,---,---,421200,0.00047505938242280285,0.02731707317073171,0.07121057985757884,---,---,---,---,436,-0.020088002528847283,-0.0038839575034962355,0.03730369300918753,2200,0.002277904328018223,0.07579462102689487,0.047619047619047616,2.2124,0.014303804198101688,-0.024336283185840225,-0.01448109412711202,---,---,---,---,2115,0.005228136882129277,0.01002865329512894,0.04858701041150223,2.184,-0.0009149130832569898,0.0018348623853211023,0.0429799426934099
12,92109,zipcode,All Homes,974800,0.010679108346293415,0.01838696197241956,0.024918515403217326,0.0655,0.048600000000000004,---,---,---,---,0.1971,0.021235987630459974,0.07136688162137299,0.025844666383340993,671,0.004491017964071856,0.010542168674698794,0.010542168674698794,0.0323,0.005187985858151802,-0.0010482556802414989,0.005644396701091204,1112500,0.03488372093023256,0.012283894449499545,0.03248259860788863,903700,0.035403299725022916,0.028100113765642774,0.08813967489464178,---,---,---,---,743,0.08260674550645924,0.10276169051835492,0.03231178648606625,3270,0.054838709677419356,0.023474178403755864,0.021875,3,-0.0050077644151764475,0.0192494481236187,0.03626943005181347,---,---,---,---,3315,0.0030257186081694403,0.008518405841192577,0.055396370582617004,2.67,0.009833585476550605,0.018306636155606425,0.051181102362204675
13,92110,zipcode,All Homes,663500,0.010816575258988421,0.04176479824148218,0.060751398880895285,0.0639,0.0471,---,---,---,---,0.2281,0.058578650014868006,0.02594251586412902,0.051599587203303016,465,0.0021551724137931034,0.013071895424836602,0.015283842794759826,0.0206,0.00014836002897530064,-0.010288799890269101,-0.010036847257364099,---,---,---,---,---,---,---,---,---,---,---,---,462,-0.003634488824925232,0.04974257785506936,-0.018302298864536364,2500,0.07311827956989247,0.041753653444676415,0.03979995832465097,2.3333,0.04999999999999947,0.06923011606133109,0.045999999999999236,0,---,---,---,2694,0.0011148272017837235,0.00484893696381947,0.04906542056074766,2.136,0.0037593984962406048,0.008498583569405213,0.040935672514619915
14,92111,zipcode,All Homes,606900,-0.0006586530545035403,-0.0023014959723820483,0.02034297242770679,0.0594,0.052000000000000005,---,---,---,---,0.188,0.09068905529082522,-0.0032701597918989834,0.05538112680969801,422,0.0023752969121140144,0.009569377990430622,0.007159904534606205,0.0179,-0.003136563873121001,0.0010104366928097997,0.0066688766945904,584900,0.02523203127054101,0.054919289385877895,0.029753521126760562,585000,0.03668261562998405,0.06693416013131498,0.056719653179190754,---,---,---,---,420,0.023411371237456718,0.07772118547973035,0.016393260439146407,2600,0.04208416833667335,0.08333333333333331,0.08446298227320125,2.0909,-0.006614205719711469,0.03427475885798474,-0.028123742907853112,0,---,---,---,2690,-0.0025954764553207266,-0.0011139992573338284,0.028287461773700305,2.032,-0.0019646365422396873,0,0.03885480572597141
15,92113,zipcode,All Homes,408900,-0.00024449877750611245,0.004421518054532056,0.031013615733736764,0.09570000000000001,0.08370000000000001,---,---,---,---,---,---,---,---,374,-0.010582010582010581,-0.013192612137203165,0.024657534246575342,---,---,---,---,399000,-0.002250562640660165,-0.04431137724550898,-0.05,388300,0.02291886195995785,-0.028035043804755945,-0.004358974358974359,---,---,---,---,362,-0.000740453439581396,-0.032160040516587635,-0.05762325066281786,---,---,---,---,---,---,---,---,---,---,---,---,2241,-0.011468901632112925,-0.015377855887521967,0.0375,2.08,-0.015151515151515164,-0.02255639097744363,0.028684470820969477
16,92114,zipcode,All Homes,458600,0.0010914647456887142,0.0050405435020819634,0.03218546027458924,0.0687,0.06770000000000001,---,---,---,---,0.1835,0.0016680567139279745,-0.012592192840439012,0.06174710809732698,337,0.002976190476190476,0.005970149253731344,0.0243161094224924,0.0161,-0.003176451574936998,-0.0041222783327053,-0.005621146737585101,460000,0.0001913459447706023,0.022365949880535644,0.022195555555555555,458200,0.00043668122270742354,0.05164103741106266,0.06434378629500581,---,---,---,---,350,0.01448155987360682,0.03270654130826199,0.10211111111111043,---,---,---,---,---,---,---,---,---,---,---,---,2407,0,0.0037531276063386154,0.0469769464984776,1.788,0.001119820828667414,0.006756756756756762,0.04806565064478316
17,92115,zipcode,All Homes,539600,0.001298942289849694,0.004467609828741623,0.02546560243253516,0.0655,0.0538,---,---,---,---,0.1875,-0.04231366459627299,-0.024038461538461994,-0.015031645569619983,407,0.0024630541871921183,0.007425742574257425,0.035623409669211195,0.0244,0.0047244371723407005,0.002605799783002802,-0.000596430202640299,562000,-0.0044286979627989375,0.041705282669138095,0.0912621359223301,499100,-0.012465373961218837,-0.023669796557120502,0.06759358288770054,---,---,---,---,406,-0.004856385554450143,-0.03370630092275187,0.01095665851763514,---,---,---,---,2.3345000000000002,-0.033151238396587845,-0.043972098643378824,0.022892125712078576,0,-0.0086,---,---,2475,-0.0012106537530266344,0,0.03469899665551839,2.032,0.0009852216748769576,0.0029615004935835284,0.03042596348884384
18,92116,zipcode,All Homes,634100,-0.0033008487896887765,-0.010764430577223089,0.00939191340337472,0.063,0.060500000000000005,---,---,---,---,0.2031,-0.024945175438597006,-0.06960227272727298,-0.03323863636363601,556,0.0036101083032490976,0.0054249547920434,0.027726432532347505,0.020800000000000003,0.003523131975443199,0.00043201317498189787,-0.0079215916464263,644500,0.031199999999999995,0.008607198748043818,-0.0007751937984496124,613700,-0.0024382314694408325,0.06139744033206504,0.1081617912603828,---,---,---,---,583,-0.018518584330309604,0.029534830959774085,0.0184071295479053,2450,0.08888888888888889,0.031578947368421054,0.022964509394572022,2.7193,0.038966939260503146,0.0029264275525364646,0.087719298245616,---,---,---,---,2531,-0.007840062720501764,-0.010941774130519732,0.02719155844155844,2.416,-0.004122011541632412,-0.005761316872428079,0.021996615905245365
19,92117,zipcode,All Homes,677100,0.004599406528189911,0.007889252753795772,0.02918376652986776,0.0673,0.053200000000000004,---,---,---,---,0.17950000000000002,0.043123543123542996,0.023237179487178992,0.0030165912518850036,491,0,0,0.027196652719665274,0.016900000000000002,-0.0025392281310323006,-0.009829225741365799,-0.003255780525092402,689000,-0.01430615164520744,0.015550151079666888,0.04393939393939394,671800,0.038812432348848,0.10493421052631578,0.04788644517236,---,---,---,---,499,-0.0003617201327292052,0.02485603828443845,-0.008262618457479403,---,---,---,---,2.3160000000000003,0.011155744680851858,0.041408656036445245,0.07320541931429862,---,---,---,---,2861,0.002804065895548545,0.007394366197183099,0.03546869344914948,2.126,0.0009416195856872785,0.005676442762535483,0.04523107177974439
20,92119,zipcode,All Homes,609200,-0.001147729135923922,-0.0024561978057966267,-0.005225342913128674,0.056100000000000004,0.049,---,---,---,---,0.24530000000000002,0.07136997538966401,0.12028301886792502,0.020793222949558016,371,-0.002688172043010753,-0.002688172043010753,0.008152173913043478,0.018500000000000003,0.0049214627870209,-0.0019966352341262983,0.00034878448868990163,619000,-0.01589825119236884,-0.0096,0.0065040650406504065,---,---,---,---,---,---,---,---,378,0.01472192513369011,0.029081853693182214,0.03299065249266943,2500,0.08478260869565217,0.018367346938775512,0.1366742596810934,1.7308000000000001,-0.05421650498764073,-0.04833857064185047,-0.05071999620828985,0,---,---,---,2721,0.005171776874769118,0.008524833209785025,0.04412893323100537,1.738,0.005787037037037042,0.009291521486643447,0.04071856287425153
21,92120,zipcode,All Homes,651200,-0.0010737843227488879,-0.0039767513000917715,0.00836172189532363,0.053700000000000005,0.0485,---,---,---,---,0.1575,0.008357507943086002,0.021887094621647004,-0.05528564248617901,386,0.005208333333333332,0.013123359580052493,0.03208556149732621,0.0273,0.003628904167855702,0.009225254064483601,-0.0019562915332153974,680000,0,0.046153846153846156,0.059190031152647975,646000,0.003417210313762038,0.05383360522022838,0.05728314238952537,---,---,---,---,384,-0.020843409748448904,0.045717397215760236,0.03452105764483375,2280,0.03409090909090909,-0.07987866531850354,0.012235817575083428,---,---,---,---,---,---,---,---,2827,0.008202567760342368,0.011811023622047244,0.042788638878642565,1.75,0.0069044879171461515,0.011560693641618507,0.04415274463007164
22,92121,zipcode,All Homes,715100,0.02877283844051216,0.0608218365227711,0.04318016046681254,0.0675,0.0409,---,---,---,---,---,---,---,---,459,0.00437636761487965,0.011013215859030838,0.02914798206278027,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2933,0.004796163069544364,0.007903780068728522,0.03823008849557522,1.9580000000000002,0.012409513960703217,0.022988505747126457,0.050429184549356146
23,92122,zipcode,All Homes,739900,0.0020314192849404116,0.006666666666666667,0.02592900721020521,0.055200000000000006,0.0446,---,---,---,---,0.1231,0.0021091811414389915,-0.03226288274832001,-0.023981900452489012,494,0.002028397565922921,0.00816326530612245,0.04,0.018000000000000002,-0.0001720345069871021,-0.004591756132314499,0.003991077820865099,625000,0.06112054329371817,0.06112054329371817,0.06022052586938083,---,---,---,---,---,---,---,---,522,0.021065417215573926,0.03780234657039723,0.04247553612447205,2500,0.040625,0.08586956521739131,0.019387755102040816,2.4305000000000003,0.008613832080088122,0.028276501153234133,0.040241900439379925,---,---,---,---,2948,0.008552856654122478,0.014802065404475045,0.04836415362731152,2.128,0.0028275212064091553,0.006622516556291503,0.06613226452905817
24,92123,zipcode,All Homes,614700,0.0006511476477291225,0.004740111147433802,0.020079654829074013,0.0646,0.0545,---,---,---,---,0.29410000000000003,0.22165387894288202,0.188854489164087,0.08359133126935003,421,0.00477326968973747,0.009592326139088728,0.0293398533007335,---,---,---,---,625000,0.024758157074930315,0.02880658436213992,0.041840306717786296,614000,0.020272515785975408,0.025555369968264574,0.09603712959657265,---,---,---,---,396,-0.0233863223176847,0.014170602737186108,-0.006622975952158014,2600,0.003868471953578337,-0.019830028328611898,0.01764705882352941,2.1472,0.01212620191495959,0.09263213301636485,0.007558135343326497,---,---,---,---,2676,0.004127579737335835,0.007150922092585623,0.032407407407407406,1.9780000000000002,0.00406091370558376,0.008154943934760456,0.03560209424083773
25,92124,zipcode,All Homes,673200,-0.010727406318883172,-0.019230769230769232,-0.009708737864077669,0.0456,0.039900000000000005,---,---,---,---,0.18460000000000001,0.017948717948717993,0.009176788124156978,0.030769230769230996,376,0,0.0026666666666666666,0.016216216216216217,---,---,---,---,643900,-0.06667632990288448,-0.07948534667619728,---,628700,0.00931128592069353,0.04626393742719254,0.07931330472103004,---,---,---,---,388,0.0049006805647326445,0.009849631024795769,0.024318745343284317,---,---,---,---,---,---,---,---,0,---,---,---,2918,0.0006858710562414265,0.0017164435290078954,0.042515183994283674,1.6880000000000002,0.004761904761904767,0.007159904534606212,0.04584882280049556
26,92126,zipcode,All Homes,609800,-0.0006555227794165848,0.0008206138191367143,0.03707482993197279,0.0608,0.0553,---,---,---,---,0.15710000000000002,0.007482993197278987,0.05108225108225099,0.09731379731379718,415,-0.002403846153846154,0,0.0375,0.0177,0.0006914407131834999,0.0009856309678868014,0.0018970692182333005,578000,-0.01718564818987021,-0.01876484903323722,-0.036585579286256595,573700,0.010568962480183195,0.007905832747716092,0.015398230088495578,---,---,---,---,410,-0.005493903765887361,-0.046582311896974045,-0.023654505679641932,2350,0.010752688172043012,0.023965141612200435,0.011840688912809472,2.0891,0.011070204285214798,0.007540677398897557,0.06440276359057825,---,---,---,---,2649,0.007607455306200076,0.014553810800459595,0.05917632946821271,1.9280000000000002,0.008368200836820092,0.01473684210526317,0.05240174672489075
27,92127,zipcode,All Homes,860500,0.0013964855114628185,0,-0.013301226923517945,0.043000000000000003,0.0386,---,---,---,---,0.1903,0.037215909090908994,0.02905058651026401,0.05591467958271199,382,0.0026246719160104987,0.005263157894736842,0.005263157894736842,0.02,-0.004275762439807798,-0.0038411812996927974,-0.002173455759975398,1099000,-0.0008182562051095555,-0.0008182562051095555,-0.1380392156862745,935400,-0.02592939706341768,0.005590195656847989,0.00993305981429497,---,---,---,---,404,-0.01706207719514037,-0.02468495026586874,-0.017918980476622156,3430,0.030850263355906696,0.03787878787878788,0.01032448377581121,1.9383000000000001,0.03440900152115857,0.09839634062703367,0.058635387120170746,---,---,---,---,3433,0.00881575080811049,0.014479905437352246,0.02263926124515937,1.594,0.007585335018963344,0.01399491094147584,0.031047865459249698
28,92128,zipcode,All Homes,657300,-0.0021253985122210413,-0.004392608300514996,-0.007998792635073951,0.0454,0.0465,---,---,---,---,0.261,0.005612452064065004,0.065344893535637,0.04295195466672503,393,0.0025510204081632655,0,0.0025510204081632655,0.021400000000000002,0.0007349405323578972,-0.0009939888001306008,-0.002718029779827802,644500,-0.007010785824345146,-0.007775211701308699,0.07587646076794657,587300,0.00789428522395744,0.025314245810055865,-0.029897588371324745,---,---,---,---,388,0.0008582133859568931,0.00764640834822349,-0.019738944639865863,2700,0.078,0.078,0.08888888888888889,1.8712000000000002,0.0055163618594382706,0.036317682792954505,0.019276461581441005,0.56,---,---,---,2783,0.008333333333333333,0.014582573824279986,0.048605877920120576,1.7140000000000002,0.005868544600938973,0.010613207547169821,0.03377563329312428
29,92129,zipcode,All Homes,791300,-0.003400503778337531,-0.006902610441767068,0.0029150823827629913,0.046400000000000004,0.0427,---,---,---,---,0.1325,0.03016791575751901,-0.03988367262152,-0.014323026371218983,397,-0.0025125628140703514,-0.0025125628140703514,0.007614213197969543,---,---,---,---,769500,0.0125,0.047081235542250646,6.498148027812073e-05,756300,0.024796747967479674,-0.017919750681729647,0.03816060398078243,---,---,---,---,407,0.011200748044044601,0.0526600006460943,0.040673513937743516,---,---,---,---,1.7785000000000002,0.023239525821276454,0.041980730804991956,0.016629772654688454,---,---,---,---,3194,0.016226535157492842,0.0270096463022508,0.05273566249176005,1.6280000000000001,0.014962593516209351,0.02389937106918227,0.04761904761904752
30,92130,zipcode,All Homes,1116500,-0.002234137622877569,-0.007555555555555555,-0.0008948545861297539,0.045200000000000004,0.039900000000000005,---,---,---,---,0.2403,0.052759740259740014,0.095332204027856,0.06272350837568201,490,0,-0.0040650406504065045,0.004098360655737705,0.024200000000000003,0.0015705960334206014,0.0007742675916460984,0.005244631586891801,1350000,-0.03503216583273767,0.026608365019011405,-0.01961510530137981,1099900,0.017389695680325595,-0.011858772796693917,0.006220839813374806,---,---,---,---,482,0.01198694251374266,0.00044033570613508983,0.018328599644090664,3690,0.025694444444444443,0.08602941176470588,0.07028985507246377,2.1197,-0.018806498447148254,0.023684934076201793,-0.00041580041580005343,---,---,---,---,4292,0.011786892975011787,0.018026565464895637,0.04682926829268293,1.9280000000000002,0.010482180293501057,0.016877637130801704,0.03544575725026844
31,92131,zipcode,All Homes,850700,-0.003630826891543687,-0.011848065977465443,-0.003397375820056232,0.0449,0.040400000000000005,---,---,---,---,0.20120000000000002,0.06449278447064899,0.014267544102195977,-0.05413571698350701,386,0,-0.0025839793281653752,0.005208333333333332,0.0222,-0.003402049314671598,0.005417968943327902,0.0008019427607014996,878000,-0.054388799138395255,0.10440251572327044,-0.04461371055495103,713400,-0.06549646319098769,-0.14099939795304034,-0.07793718495540908,---,---,---,---,393,0.01754222447052581,0.010307083885283659,0.02388168176455663,2700,-0.027027027027027025,0.04046242774566475,0,1.9448,0.0041577892887382445,0.023793822757550032,0.08828057359307055,---,---,---,---,3306,0.015044519496469143,0.023529411764705882,0.04819277108433735,1.584,0.010204081632653067,0.017994858611825208,0.036649214659685896
32,92139,zipcode,All Homes,456000,0.002197802197802198,0.00640035312293092,0.03471749489448604,0.06810000000000001,0.0582,---,---,---,---,0.1159,-0.041200828157349996,-0.040307971014493,-0.005270092226614001,308,0,0.006535947712418301,0.03355704697986577,---,---,---,---,435000,-0.0311815144766147,-0.033334444444444444,0.035959752321981425,---,---,---,---,---,---,---,---,292,-0.02170432307418817,-0.03376623376623538,-0.027616961351900435,---,---,---,---,---,---,---,---,---,---,---,---,2409,-0.0016576875259013677,0.0020798668885191347,0.043308791684711995,1.738,-0.001149425287356323,0.002306805074971167,0.04698795180722896
33,92154,zipcode,All Homes,479300,0,-0.0010421008753647354,0.034534858622922514,0.0675,0.0609,---,---,---,---,0.1,-0.045833333333333004,-0.10945945945945901,-0.116216216216216,305,0.003289473684210526,0.009933774834437087,0.03389830508474576,0.020800000000000003,0.0036420076478991016,0.0010826683162868012,0.003784758509974102,472500,0.016129032258064516,0.02717391304347826,-0.039634146341463415,496700,0.0779079861111111,0.14605445316105214,0.11367713004484305,---,---,---,---,282,0.0038972895863039524,-0.0005401008630541748,-0.014244675177384335,2500,0.08478260869565217,0.041753653444676415,0.1366742596810934,1.5949,-0.037628673532627596,-0.06820380341335101,-0.09011680718901548,---,---,---,---,2444,-0.0008176614881439084,0.0016393442622950817,0.045337895637296836,1.6420000000000001,0.0012195121951219523,0.006127450980392163,0.04320203303684869
34,92173,zipcode,All Homes,451500,0.004002668445630421,0.018038331454340473,0.04878048780487805,0.0729,0.059300000000000005,---,---,---,---,---,---,---,---,312,0,0.0064516129032258064,0.036544850498338874,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,2366,-0.005464480874316941,-0.003369839932603201,0.037264357737834285,1.764,-0.005636978579481403,-0.001132502831257079,0.045023696682464504
